Wall time,Step,Value
1639377562.3624036,82,0.04435564950108528
1639378324.2475138,83,0.04391397535800934
1639379088.738834,84,0.04388612508773804
1639379853.655881,85,0.0436185821890831
1639380616.2380896,86,0.04363805055618286
1639381377.8516247,87,0.043620139360427856
1639382140.9526038,88,0.04360748827457428
1639382902.5200858,89,0.04348376393318176
1639383665.5643399,90,0.04352903738617897
1639384426.1857097,91,0.04312165081501007
1639385188.9292364,92,0.04261348024010658
1639385950.127199,93,0.04214024916291237
1639386710.5240982,94,0.0420040488243103
1639387472.1521256,95,0.042235687375068665
1639388233.5213835,96,0.04228626564145088
1639388995.6741755,97,0.04194200783967972
1639389757.3867369,98,0.04148637875914574
1639390520.1325178,99,0.04143470153212547
1639391283.065704,100,0.04098186269402504
1639392044.4942062,101,0.040758028626441956
1639392805.7752728,102,0.04078204929828644
1639393568.1020396,103,0.04098241776227951
1639394330.6631522,104,0.04063846915960312
1639395091.748384,105,0.04037229344248772
1639395851.4650576,106,0.04040449857711792
1639396613.1347048,107,0.04028835892677307
1639397375.606854,108,0.04002233222126961
1639398136.5626163,109,0.03963655233383179
1639398898.841129,110,0.03935718536376953
1639399661.2429717,111,0.03914395719766617
1639400422.2563956,112,0.03922649472951889
1639401183.5854921,113,0.03942004218697548
1639401944.667273,114,0.03936668857932091
1639402706.66479,115,0.03898032754659653
1639403466.346612,116,0.03871697187423706
1639404229.0478027,117,0.038842134177684784
1639404990.1010892,118,0.03924247995018959
1639405752.2647724,119,0.039657410234212875
1639406517.2697108,120,0.038669124245643616
1639407279.0681596,121,0.0379728265106678
1639408042.093204,122,0.037714436650276184
1639408803.9647818,123,0.03813928738236427
1639409565.836929,124,0.0378132238984108
1639410329.1677928,125,0.037846051156520844
1639411089.582797,126,0.03783523291349411
1639411850.3559537,127,0.038011036813259125
1639412613.3293853,128,0.0378083698451519
1639413375.7372277,129,0.03746834024786949
1639414139.2292404,130,0.03723651170730591
1639414899.8629954,131,0.03851404786109924
1639415661.1424563,132,0.037600141018629074
1639416423.1669197,133,0.036790523678064346
1639417185.7288184,134,0.036405183374881744
1639417947.7726662,135,0.03628089651465416
1639418709.5201793,136,0.03667764365673065
1639419472.259278,137,0.037466954439878464
1639420234.2336283,138,0.03721441701054573
1639420995.8883727,139,0.03675428032875061
1639421760.9778259,140,0.03642827272415161
1639422523.4295926,141,0.036135151982307434
1639423285.450957,142,0.03599172458052635
1639424046.2902715,143,0.036098331212997437
1639424806.636874,144,0.036328766494989395
1639425567.1268399,145,0.03639785945415497
1639426329.2557867,146,0.03625344857573509
1639427090.4628432,147,0.03595127537846565
1639427852.3381386,148,0.035696227103471756
1639428612.7278085,149,0.036369688808918
1639429375.0882125,150,0.03631632775068283
1639430136.6667402,151,0.03542744740843773
1639430897.890022,152,0.03510521724820137
1639431659.528156,153,0.03507049381732941
1639432421.846918,154,0.035211481153964996
1639433182.1748586,155,0.0354541540145874
1639433943.4115446,156,0.03526052087545395
1639434705.5481217,157,0.03511303663253784
1639435467.7209105,158,0.03525775671005249
1639436228.9282806,159,0.035245381295681
1639436991.6382089,160,0.034947074949741364
1639437751.7453485,161,0.035120222717523575
1639438513.9649928,162,0.03488977998495102
1639439274.8717647,163,0.03470146283507347
1639440035.983789,164,0.034498609602451324
1639440799.1752534,165,0.03440063074231148
1639441561.4475403,166,0.03449949622154236
1639442323.9619539,167,0.03458966687321663
1639443087.7880392,168,0.03445721045136452
1639443848.7413437,169,0.034474585205316544
1639444608.5472298,170,0.03454148396849632
1639445370.122669,171,0.034711290150880814
1639446133.2283764,172,0.03429896757006645
1639446895.3476558,173,0.033955167979002
1639447656.130089,174,0.03393220528960228
1639448452.7544744,175,0.03383786976337433
1639449236.6414652,176,0.033903930336236954
1639450019.444157,177,0.03396521881222725
1639450782.3401165,178,0.034149155020713806
1639451544.4506288,179,0.03405628725886345
1639452307.4498851,180,0.03367133066058159
1639453068.767784,181,0.033537544310092926
1639453831.2290378,182,0.033457331359386444
1639454593.850869,183,0.033235177397727966
1639455355.9416795,184,0.03313608840107918
1639456119.0476243,185,0.03314376622438431
1639456881.2461762,186,0.03323156014084816
1639457644.5312383,187,0.03325950726866722
1639458407.0447147,188,0.033090248703956604
1639459169.5497901,189,0.03304219990968704
1639459932.6339464,190,0.03283105418086052
1639460694.1623967,191,0.03270402178168297
1639461456.2415674,192,0.03280278667807579
1639462218.8398898,193,0.03283216059207916
1639462979.8656647,194,0.03278333321213722
1639463741.7454853,195,0.03274238109588623
1639464504.1459873,196,0.03271498531103134
1639465264.5602589,197,0.03260483965277672
1639466026.8612657,198,0.03256842866539955
1639466788.9384444,199,0.03236548975110054
1639467552.7357461,200,0.03233924135565758
1639468315.047794,201,0.032234035432338715
1639469077.7269516,202,0.03216387704014778
1639469839.3315558,203,0.032189853489398956
1639470611.9578376,204,0.03218952566385269
1639471375.285517,205,0.03216774761676788
1639472136.1685483,206,0.032128214836120605
1639472896.5378447,207,0.03216458112001419
1639473656.5551004,208,0.03210696205496788
1639474418.0433328,209,0.032009661197662354
1639475178.9024496,210,0.032071106135845184
1639475939.0297642,211,0.03180807828903198
1639476698.0655303,212,0.031709372997283936
1639477459.4943993,213,0.03180418908596039
1639478222.0712426,214,0.03190102055668831
1639478983.4366071,215,0.031900838017463684
1639479744.9615455,216,0.03171398863196373
1639480505.2302716,217,0.031600676476955414
1639481265.831085,218,0.03153616935014725
1639482027.9130282,219,0.0315796323120594
1639482790.219851,220,0.03145105764269829
1639483551.9357183,221,0.031461942940950394
1639484315.1410546,222,0.031706616282463074
1639485076.4757612,223,0.03137817606329918
1639485837.2194426,224,0.031314462423324585
1639486599.143053,225,0.03135531395673752
1639487360.8397985,226,0.031315047293901443
1639488123.4655106,227,0.03133206069469452
1639488884.6654654,228,0.031159533187747
1639489646.4039357,229,0.031048910692334175
1639490407.0752265,230,0.030837323516607285
1639491167.661803,231,0.030711272731423378
1639491931.1694157,232,0.030748629942536354
1639492692.8480182,233,0.030749056488275528
1639493453.7487864,234,0.030934901908040047
1639494215.2746525,235,0.030895093455910683
1639494978.400647,236,0.03076862171292305
1639495740.3321502,237,0.03068375587463379
1639496502.058368,238,0.03049463778734207
1639497262.864439,239,0.030478185042738914
1639498024.6076207,240,0.030449004843831062
1639498786.4699364,241,0.030377238988876343
1639499550.1430979,242,0.03036956489086151
1639500313.2541354,243,0.03038199245929718
1639501076.2489583,244,0.03027532808482647
1639501838.365717,245,0.030317099764943123
1639502598.7580984,246,0.030399659648537636
1639503358.4455285,247,0.03053978830575943
1639504120.142517,248,0.030638813972473145
1639504879.8529212,249,0.030503906309604645
1639505641.5469713,250,0.03015783615410328
1639506403.946935,251,0.02996046282351017
1639507168.660513,252,0.029932469129562378
1639507930.1244426,253,0.030276618897914886
1639508690.9621909,254,0.03015453740954399
1639509451.9504943,255,0.030050581321120262
1639510212.9527924,256,0.02999132312834263
1639510973.8671758,257,0.029947640374302864
1639511733.3714674,258,0.029898226261138916
1639512492.526537,259,0.029761331155896187
1639513256.9480019,260,0.029775427654385567
1639514018.768021,261,0.029664603993296623
1639514781.1647818,262,0.029551444575190544
1639515541.7271507,263,0.029499109834432602
1639516303.8468213,264,0.02941076271235943
1639517065.8423765,265,0.02941775508224964
1639517827.7459934,266,0.029372941702604294
1639518586.9409924,267,0.029445597901940346
1639519346.5218184,268,0.029522763565182686
1639520105.1703765,269,0.029498042538762093
1639520866.1400545,270,0.029476702213287354
1639521629.550332,271,0.02927165850996971
1639522391.9571362,272,0.029305731877684593
1639523155.15802,273,0.029357898980379105
1639523916.6697934,274,0.02921905368566513
1639524679.3677468,275,0.02919270657002926
1639525440.0430279,276,0.029172003269195557
1639526201.2509246,277,0.029203778132796288
1639526962.9719222,278,0.029155274853110313
1639527725.8200326,279,0.029066821560263634
1639528489.7706888,280,0.028986211866140366
1639529253.4612706,281,0.028914745897054672
1639530017.4273548,282,0.028870945796370506
1639530779.9754436,283,0.02889377251267433
1639531545.0720987,284,0.02907070703804493
1639532310.0432866,285,0.028818877413868904
1639533071.7366652,286,0.02869032695889473
1639533832.8527226,287,0.028644707053899765
1639534595.9752584,288,0.02871786430478096
1639535358.9858916,289,0.028818858787417412
1639536122.883684,290,0.028814008459448814
1639536884.5289261,291,0.028695987537503242
1639537648.053994,292,0.028567135334014893
1639538417.4606369,293,0.02850310690701008
1639539220.1603334,294,0.02854141965508461
1639539986.164564,295,0.028525086119771004
1639540749.8433738,296,0.028501227498054504
1639541512.7728426,297,0.028474241495132446
1639542276.2375154,298,0.02848387137055397
1639543038.464573,299,0.02844669111073017
1639543802.6250436,300,0.02832934446632862
1639544564.9481058,301,0.028257107362151146
1639545326.843166,302,0.02815082296729088
1639546089.5375378,303,0.028113380074501038
1639546853.842726,304,0.028154222294688225
1639547631.179471,305,0.028065770864486694
1639548393.6330032,306,0.028021691367030144
1639549155.958403,307,0.028050562366843224
1639549919.84464,308,0.02803994156420231
1639550683.3505242,309,0.027970343828201294
1639551447.5495286,310,0.027858829125761986
1639552222.4517307,311,0.02775350958108902
1639552990.5301178,312,0.027738021686673164
1639553765.3542676,313,0.027725109830498695
1639554538.9638007,314,0.027806449681520462
1639555304.3391979,315,0.027925366535782814
1639556073.3614776,316,0.027695074677467346
1639556838.0592825,317,0.02763250656425953
1639557607.7792566,318,0.02760433405637741
1639558409.0602877,319,0.02751540206372738
1639559204.4758499,320,0.027503913268446922
1639560012.0647247,321,0.027466492727398872
1639560783.5954914,322,0.02746199071407318
1639561546.1695874,323,0.027485089376568794
1639562320.5518332,324,0.027514327317476273
1639563082.047627,325,0.027482135221362114
1639563848.8684025,326,0.027451632544398308
1639564613.257963,327,0.027425477281212807
1639565375.5478947,328,0.027520369738340378
1639566139.0565243,329,0.027462594211101532
1639566904.5291777,330,0.027411868795752525
1639567676.1578531,331,0.027331285178661346
1639568460.6578639,332,0.02735789865255356
1639569229.176078,333,0.027347534894943237
1639569993.434819,334,0.02724801003932953
1639570757.971203,335,0.027145739644765854
1639571556.9577172,336,0.027110261842608452
1639572345.5636268,337,0.02710336446762085
1639573123.2681115,338,0.027004580944776535
1639573915.149645,339,0.02695905975997448
1639574681.565168,340,0.026991134509444237
1639575463.8271482,341,0.026995599269866943
1639576243.3286886,342,0.026994355022907257
1639577013.9373233,343,0.026945622637867928
1639577789.0620184,344,0.026954375207424164
1639578550.9662378,345,0.026968898251652718
1639579313.8705182,346,0.026974406093358994
1639580075.661498,347,0.026917019858956337
1639580860.3666606,348,0.02681531198322773
1639581622.0958223,349,0.02671385370194912
1639582385.650176,350,0.026662470772862434
1639583147.2781785,351,0.02665960043668747
1639583911.2320123,352,0.026694120839238167
1639584674.750785,353,0.026676738634705544
1639585436.4480565,354,0.026764359325170517
1639586198.727389,355,0.02659139595925808
1639586961.3419878,356,0.02656704932451248
1639587724.1302907,357,0.026531493291258812
1639588489.5467305,358,0.02644716203212738
1639589251.9597187,359,0.026438012719154358
1639590014.9750614,360,0.026430930942296982
1639590779.3304906,361,0.026369810104370117
1639591551.7356753,362,0.026315821334719658
1639592322.5662103,363,0.02624698169529438
1639593088.3536153,364,0.0263537410646677
1639593847.563165,365,0.026261616498231888
1639594608.1714303,366,0.02615559659898281
1639595369.769461,367,0.02608904242515564
1639596131.5319884,368,0.026141786947846413
1639596895.2279706,369,0.02617640607059002
1639597656.255664,370,0.02620898187160492
1639598421.8567374,371,0.026093479245901108
1639599187.952694,372,0.026023095473647118
1639599956.3431637,373,0.025971658527851105
1639600716.9720783,374,0.025949200615286827
1639601479.8249676,375,0.025950908660888672
1639602241.0323033,376,0.025950949639081955
1639603004.9647567,377,0.025999950245022774
1639603771.8517163,378,0.026034323498606682
1639604532.1314847,379,0.02601751685142517
1639605295.6274638,380,0.025951864197850227
1639606055.9465485,381,0.02583618089556694
1639606817.8331342,382,0.025760821998119354
1639607583.2440865,383,0.025770844891667366
1639608347.0727336,384,0.025767425075173378
1639609112.1247313,385,0.025744561105966568
1639609873.275846,386,0.02577666938304901
1639610636.2408855,387,0.025734536349773407
1639611419.3520417,388,0.025727082043886185
1639612183.5528178,389,0.025680461898446083
1639612950.6576746,390,0.025630762800574303
1639613714.6450493,391,0.0257366131991148
1639614476.342896,392,0.025528348982334137
1639615238.41955,393,0.02541385591030121
1639616000.1570778,394,0.025504140183329582
1639616762.0339792,395,0.025553597137331963
1639617539.3430066,396,0.025738529860973358
1639618300.9392142,397,0.025690380483865738
1639619061.6389782,398,0.025600193068385124
1639619826.4473128,399,0.025593530386686325
